institution,codigo,name,classification,type,departamento,provincia,distrito,ubigeo,address,codigo_DISA,red,microred,category,phone,opening_hours,longitude,latitude
Gobierno Regional,4933,Carrera,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Florida,10306,Avenida Principal S/N - Anexo Carrera,1,1,2,I-1,041-477044,8:00 - 14:00,-77.95667883,-5.87043621
Gobierno Regional,4934,Gualulo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Florida,10306,Avenida Principal S/N - Anexo Gualulo,1,1,3,I-1,041-477044,8:00 - 14:00,-77.9092696,-5.84925534
Gobierno Regional,4922,Pedro Ruiz Gallo,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Amazonas,Bongara,Jazan,10307,Jirón Juan Zumar�N Pastor S/N - Pedro Ruiz Gallo Numero S/N Distrito Jazan Provincia Bongara Departamento Amazonas ,1,1,2,I-4,041-477446,24 HORAS,-77.97722101,-5.94356629
Gobierno Regional,9679,Las Palmas,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Jumbilla,10301,Avenida Principal S/N - Anexo Las  Palmas,1,1,4,I-1, ,8:00 - 14.00,-77.7979707,-5.90550586
Gobierno Regional,4917,Jumbilla,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Amazonas,Bongara,Jumbilla,10301,Jirón Comercio S/N - Centro Poblado Jumbilla S/N Jirón Comercio S/N - Centro Poblado Jumbilla Jumbilla Bongara Amazonas ,1,1,4,I-3,041 - 477031,8:00 - 20:00,-77.79617018,-5.9050563
Gobierno Regional,4926,Recta,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Recta,10308,Avenida Principal S/N - Centro Poblado Recta,1,1,4,I-1,041-477044,8:00 - 14:00,-77.78963568,-5.917634
Gobierno Regional,4935,Shispasbamba,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Shipasbamba,10310,Jirón Miguel Grau S/N - Shipasbamba,1,1,2,I-1,041-477044,8:00 - 14:00,-78.07163,-5.86804
Gobierno Regional,4930,Matiaza Rimachi,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Valera,10311,Avenida Principal S/N - Anexo Matiaza Rimachi,1,1,2,I-1,041-477044,8:00 - 14:00,-77.92989816,-6.04943033
Gobierno Regional,7052,La Coca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Valera,10311,Avenida Principal S/N - Anexo la Coca,1,1,2,I-1,041-477044,8:00 - 14:00,-77.89589449,-6.06772986
Gobierno Regional,4929,Cocachimba,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Valera,10311,Calle Cocachimba S/N,1,1,2,I-1,041-477044,8:00 - 14:00,-77.89473162,-6.05766291
Gobierno Regional,7056,Perla de Imaza,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Yambrasbamba,10312,Avenida Principal S/N - Anexo Perla de Imaza S/N,1,1,3,I-1,041-816833,8:00 - 14:00,-77.96791578,-5.59201592
Gobierno Regional,7055,La Florida,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Yambrasbamba,10312,Avenida Principal S/N - Anexo la Florida,1,1,3,I-2,041-477044,8:00 - 14:00,-77.93666067,-5.67772227
Gobierno Regional,7378,Chayuyaku,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Yambrasbamba,10312,Avenida Principal S/N - Anexo Yambrasbamba,1,1,3,I-1,041-477044,8:00 - 14:00,-77.92651367,-5.73348047
Gobierno Regional,4937,Buenos Aires,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Yambrasbamba,10312,Avenida Principal S/N - Centro Poblado Buenos Aires,1,1,3,I-2,041-811500,8:00 - 14:00,-77.90663482,-5.73679503
Gobierno Regional,4939,La Esperanza,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Yambrasbamba,10312,Avenida Principal S/N - Centro Poblado la Esperanza,1,1,3,I-1,041-811505,8:00 - 14:00,-77.90601295,-5.70816362
Gobierno Regional,4936,Progreso,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Bongara,Yambrasbamba,10312,Avenida Principal S/N - Anexo Progreso,1,1,3,I-2,041-830172,8:00 - 14:00,-77.86218047,-5.69603315
Gobierno Regional,4912,Asuncion Goncha,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Asuncion,10102,Avenida Principal S/N - Centro Poblado Asuncion Goncha,1,1,4,I-1,041-811234,8:00 - 14:00,-77.71035277,-6.03254552
Gobierno Regional,4856,Balzas,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Balsas,10103,Avenida Principal S/N - Centro Poblado Balzas Numero S/N Distrito Balsas Provincia Chachapoyas Departamento Amazonas ,1,1,24,I-3,041-477044,8:00 - 18:00,-78.75454,-6.41709
Gobierno Regional,4857,Gollon,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Balsas,10103,Avenida Principal S/N - Anexo Gollon,1,1,10,I-1,041-477044,8:00 - 14:00,-77.94125833,-6.73397167
Gobierno Regional,7148,Saullamur,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Balsas,10103,Avenida Principal S/N - Anexo Saullamur,1,1,24,I-1, ,8:00 - 14:00,-77.93935833,-6.81352
Gobierno Regional,4840,San Isidro de Utcubamba,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Avenida Principal S/N - Anexo San  Isidro de Utcubamba,1,1,1,I-1,041-477446,8:00 - 14:00,-77.93609833,-6.282965
Gobierno Regional,7038,El Molino,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Avenida Principal S/N - Anexo El Molino,1,1,1,I-1,041-477446,8:00 - 14:00,-77.888695,-6.24781167
Privado,21282,Laboratorio Clinico San Luis,Patologia clinica,Servicio medico de apoyo,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Santa Ana N° 1140,1,0,0,Sin categoria,041-479087,8:00 - 13:00 Y 15:00,-77.87417456,-6.22641398
Gobierno Regional,13131,Señor de los Milagros,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Bolognesi N° 244 Urbanizacion Señor de los Milagros,1,1,1,I-1, ,8:00 - 18:00,-77.87343,-6.21856333
Privado,19314,Consultorio Odontologico Vivident,Centro odontologico,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Ayacuho 1021 Segundo Piso,1,0,0,Sin categoria,956193367,09:00 A 12:00/03:00 ,-77.87309899,-6.22904731
Essalud,9066,Hospital Higos Urco,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Ortiz Arrieta N° 612,1,0,0,II-1,041-579516,08 :00 - 20:00,-77.87277833,-6.23006667
Privado,11739,Certificados Medicos Mi Brevete Eirl,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Grau N° 603,1,0,0,Sin categoria,041-503625,8:00 - 20:00,-77.87198837,-6.22996651
Privado,11650,Centro Medico Virgen del Carmen,Centros medicos especializados,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Grau N° 603,1,0,0,I-3,41503625,8:00 - 21:00,-77.87178873,-6.2300316
Privado,11449,Opticas del Norte,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Grau N° 553 Distrito Chachapoyas Provincia Chachapoyas Departamento Amazonas ,1,0,0,Sin categoria,942941452,8:30 - 19:00,-77.87161503,-6.2295771
Privado,11436,Centro Odontologico Perfect Smile,Consultorios medicos y de otros profesionales de la salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Dos de Mayo N° 624,1,0,0,Sin categoria,041-477397,8:00 - 20:00,-77.87098635,-6.23015067
Privado,11427,Sonrieme Centro Odontologico,Consultorios medicos y de otros profesionales de la salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Amazonas N° 757,1,0,0,Sin categoria,944446753,9.00 - 21.00,-77.87069441,-6.22972174
Gobierno Regional,17715,Sistema de Atencion Movil de Urgencias,"Servicio de traslado de pacientes,atencion domiciliaria,atencion pre hospitalaria",Servicio medico de apoyo,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Libertad N° 748,1,0,0,Sin categoria,041-478795,LUNES A DOMINGO 24 H,-77.870565,-6.227855
Privado,23144,Jorge Luis Diaz Mendoza,Consultorios medicos y de otros profesionales de la salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Salamanca Numero 679 Piso 2 Distrito Chachapoyas Provincia Chachapoyas Departamento Amazonas ,1,0,0,I-1,944635218,8:00 - 21:00,-77.86989706,-6.22726962
Privado,11428,Laboratorio Dental Confi Dent,Laboratorios de protesis dental,Servicio medico de apoyo,Amazonas,Chachapoyas,Chachapoyas,10101,Avenida Salamanca N° 681,1,0,0,Sin categoria,941916575,8:00 - 20:00,-77.86987559,-6.22719477
Privado,20447,Consultorio Dental del Pueblo,Consultorios medicos y de otros profesionales de la salud,Servicio medico de apoyo,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Amazonas N° 660 Interior,1,0,0,Sin categoria,978287617,9:00 - 21:00,-77.86980516,-6.22973113
Privado,11633,Empresa Prestadora de Servicios de Salud Consultorios Medicos Especializados Virgen Asunta E.I.R.L,Hospitales o clinicas de atencion especializada,Establecimiento de salud con internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Union N° 489 - Chachapoyas,1,0,0,I-3,967995822,7:00 - 22:00,-77.869165,-6.229565
Privado,23722,Odonto Estilo,Centro odontologico,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Recreo 619 Distrito Chachapoyas Provincia Chachapoyas Departamento Amazonas ,1,0,0,I-1,96106744,8:00-20:00,-77.8682924,-6.2297697
Privado,11430,Laboratorio Dental Rojas,Laboratorios de protesis dental,Servicio medico de apoyo,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Amazonas N° 434,1,0,0,Sin categoria,041-478718,8:00 - 19:00,-77.86773378,-6.22963677
Privado,12897,Clinica San Francisco de Asis,Hospitales o clinicas de atencion especializada,Establecimiento de salud con internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Hermosura N° 640,1,0,0,II-1,41477386,24 HORAS,-77.86747828,-6.23005086
Gobierno Regional,7040,Virgen de Asunta,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Avenida Principal S/N - Asentamiento Humano Virgen de Asunta,1,1,1,I-1,041-477446,8:00 - 14:00,-77.86676,-6.23676333
Privado,23734,Perumedic,Consultorios medicos y de otros profesionales de la salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Santa Lucia Numero 531 Urbanizacion la Laguna Distrito Chachapoyas Provincia Chachapoyas Departamento Amazonas ,1,0,0,I-2,947608010,8:00 - 20:00,-77.86661286,-6.23020719
Gobierno Regional,4838,Hospital Regional Virgen de Fatima,Hospitales o clinicas de atencion general,Establecimiento de salud con internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Triunfo N° 035,1,0,0,II-2,041-811232,24 HORAS,-77.866165,-6.23079333
Gobierno Regional,14153,Laboratorio Referencial Regional de Salud Publica Amazonas,Patologia clinica,Servicio medico de apoyo,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Triunfo S/N Cdra 3 Chachapoyas,1,0,0,Sin categoria,041-477446,8:00 - 1: 00 Y  2:30,-77.86577833,-6.23178833
Gobierno Regional,7037,Pedro Castro Alva,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Avenida Principal S/N - Asentamiento Humano Pedro Castro Alva,1,1,1,I-2,041-477044,8:00 - 14:00,-77.864965,-6.21451
Sanidad de la Policia Nacional del Peru,13226,Centro de Salud Pnp Chachapoyas,Policlinicos,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Jr.Triunfo  N° 392-394 Jr.Triunfo  N° 392-394 Chachapoyas Chachapoyas Amazonas ,1,0,0,I-3,477053,24 HORAS,-77.86468833,-6.22952833
Privado,21743,Consultorio Odontologico Lorentooth,Consultorios medicos y de otros profesionales de la salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Ayacucho N° 138 - Barrio Yance,1,0,0,Sin categoria,041-477919 / 947679222,16:00 - 22:00,-77.86403711,-6.22867982
Gobierno Regional,7039,Higos Urco,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Jirón Higos Urco S/N,1,1,1,I-1,041-477446,8:00 - 14:00,-77.85874333,-6.23299
Gobierno Regional,4839,Taquia,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chachapoyas,10101,Avenida Principal S/N - Anexo Taquia,1,1,1,I-1,041-831105,8:00 - 14:00,-77.83386833,-6.25464833
Gobierno Regional,4878,Cheto,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Cheto,10104,Avenida Principal S/N - Anexo Cheto,1,1,11,I-1,041-477044,8:00 - 14:00,-77.70094348,-6.25583338
Gobierno Regional,7072,Sengache,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chiliquin,10105,Jirón Sengache S/N,1,1,11,I-1,041-477044,8:00 - 14:00,-77.80881486,-6.09743575
Gobierno Regional,4879,Vituya,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chiliquin,10105,Calle Principal Vituya S/N,1,1,11,I-1,041-477044,8:00 - 14:00,-77.79418762,-6.1035609
Gobierno Regional,7071,Cuelcho,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chiliquin,10105,Avenida Principal S/N - Anexo Cuelcho,1,1,11,I-1,041-477044,8:00 - 14:00,-77.75449921,-6.14127159
Gobierno Regional,4880,Chiliquin,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chiliquin,10105,Chiliquin S/N,1,1,11,I-1,041-477044,8:00 - 14:00,-77.73728409,-6.0786751
Gobierno Regional,7068,Chumbol,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chuquibamba,10106,Avenida Principal S/N - Centro Poblado Chumbol,1,1,24,I-1,041-477044,8:00 - 14:00,-77.94049,-6.92799667
Gobierno Regional,7174,Cochabamba,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chuquibamba,10106,Avenida Principal S/N - Centro Poblado Cochabamba,1,1,24,I-1, ,8:00 - 14:00,-77.89986,-6.92838833
Gobierno Regional,4858,Chuquibamba,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chuquibamba,10106,Avenida Principal S/N - Chuquibamba,1,1,24,I-3,041-477044,8:00 - 14:00,-77.85454333,-6.93358667
Gobierno Regional,7067,La Morada,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Chuquibamba,10106,Avenida Principal S/N - la Morada,1,1,10,I-1,041-477044,8:00 - 14:00,-77.78264,-6.94001
Gobierno Regional,4868,Granada,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Granada,10107,Granada S/N,1,1,16,I-1,041-477044,8:00 - 14:00,-77.62760333,-6.10623667
Inpe,18843,Puesto de Salud Establecimiento Penal Chachapoyas,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Huancas,10108,Carretera Carretera A Huancas Km. 11.5 Distrito Huancas Provincia Chachapoyas Departamento Amazonas ,1,0,0,I-1,985920880,08:00 - 17:00,-77.86757325,-6.16052794
Gobierno Regional,4841,Huancas,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Huancas,10108,Avenida Principal S/N - Huancas,1,1,1,I-1,041-477044,8:00 - 14:00,-77.86441167,-6.17355167
Gobierno Regional,7070,Buiquil,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,La jalca,10109,Avenida Principal S/N - Anexo Buiquil,1,1,9,I-1,041-477044,8:00 - 14:00,-77.84196167,-6.45658833
Gobierno Regional,4904,Yerbabuena,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,La jalca,10109,Avenida Principal S/N - Centro Poblado Yerbabuena Numero S/N Distrito la Jalca Provincia Chachapoyas Departamento Amazonas ,1,1,9,I-3,041-477044,8:00 - 20:00,-77.826915,-6.57131833
Gobierno Regional,7069,Quelucas,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,La jalca,10109,Avenida Principal S/N - Anexo Quelucas,1,1,9,I-1,041-477044,8:00 - 14:00,-77.82646,-6.52920167
Gobierno Regional,4952,El Triunfo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,La jalca,10109,Avenida Principal S/N - Anexo El Triunfo,1,1,14,I-1,041-477044,8:00 - 14:00,-77.81929236,-6.48263697
Gobierno Regional,4951,Nueva Esperanza,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,La jalca,10109,Anexo Nueva Esperanza S/N,1,1,14,I-1,041-477044,8:00 - 14:00,-77.81929236,-6.48263697
Gobierno Regional,4905,Jalca Grande,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,La jalca,10109,Avenida Principal S/N - Centro Poblado Jalca Grande,1,1,9,I-3,041-477044,8:00 - 20:00,-77.81563167,-6.48513667
Gobierno Regional,7281,Cueyqueta,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,La jalca,10109,Calle Principal S/N - Anexo Cueyqueta,1,1,9,I-1, ,8:00 - 14:00,-77.814225,-6.52561333
Gobierno Regional,4906,Quillunya,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,La jalca,10109,Avenida Principal S/N - Anexo Quillunya,1,1,9,I-1,041-477044,8:00 - 14:00,-77.812755,-6.55844333
Gobierno Regional,7280,Pengote,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,La jalca,10109,Avenida Principal S/N - Anexo Pengote,1,1,9,I-1, ,8:00 - 14:00,-77.811515,-6.54547333
Gobierno Regional,4861,Plazapampa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Leimebamba,10110,Avenida Principal S/N - Centro Poblado Plazapampa,1,1,10,I-1,041-477044,8:00 - 14:00,-77.93209833,-6.75680667
Gobierno Regional,4859,Leymebamba,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Leimebamba,10110,Jirón Comercio S/N - Centro Poblado Leymebamba Numero S/N Distrito Leimebamba Provincia Chachapoyas Departamento Amazonas ,1,1,10,I-3,041-477044,8:00 - 20:00,-77.803755,-6.70631833
Gobierno Regional,4842,Levanto,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Levanto,10111,Avenida Principal S/N - Levanto,1,1,1,I-1,047-477044,8:00 - 14:00,-77.89943833,-6.307315
Gobierno Regional,4891,Magdalena,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Magdalena,10112,Avenida Principal S/N - Distrito de Magdalena,1,1,8,I-1,041-477044,8:00 - 14:00,-77.89940667,-6.37534167
Gobierno Regional,4907,Duraznopampa,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Amazonas,Chachapoyas,Mariscal castilla,10113,Jirón Duraznopampa S/N,1,1,9,I-1,041-477044,8:00 - 14:00,-77.81140667,-6.591425
