institucion,codigo,nombre _establecimiento,clasificacion,tipo,departamento,provincia,distrito,ubigeo,direccion,codigo_DISA,codigo_red,codigo_microrred,categoria,telefono,horario,longitude,latitude
GOBIERNO REGIONAL,5055,COPALLIN DE ARAMANGO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS COPALLIN DE ARAMANGO S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,10,I-1,SN,8:00  A  18:00,-78.45834617,-5.45976793
GOBIERNO REGIONAL,5167,ACHUIM,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,CONDORCANQUI,EL CENEPA,10402,OTROS CC.NN ACHUIM S/N NUMERO S/N DISTRITO EL CENEPA PROVINCIA CONDORCANQUI DEPARTAMENTO AMAZONAS ,1,4,5,I-1,NO TIENE,8:00 - 18:00,-78.45733333,-4.480455
GOBIERNO REGIONAL,5056,EL MUYO,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS EL MUYO S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,9,I-3,730388,8:00 - 14:00,-78.45594658,-5.41944618
GOBIERNO REGIONAL,5059,TUTUMBEROS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS TUTUMBEROS S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,2,I-1,SN,8:00 - 14:00,-78.4546586,-5.33835873
GOBIERNO REGIONAL,5119,SAN RAMON,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,YAMON,10707,OTROS SAN RAMON S/N NUMERO S/N DISTRITO YAMON PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,7,I-1,41475205,8:00 - 14:00,-78.45401573,-5.97628951
GOBIERNO REGIONAL,7229,SANTA CLARA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS SANTA CLARA S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,10,I-1,SN,8:00 - 14:00,-78.4515685,-5.48178344
GOBIERNO REGIONAL,7043,UTCUBAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,OTROS UTCUBAMBA S/N NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,1,I-3,41475205,8:00 - 14:00,-78.45072054,-5.75457315
GOBIERNO REGIONAL,7008,CHINGANZA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS CHINGANZA S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,2,I-1,SN,8:00 - 13:00,-78.45039335,-5.36293198
GOBIERNO REGIONAL,7006,SAN FRANCISCO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,LA PECA,10206,OTROS SAN FRANCISCO S/N NUMERO S/N DISTRITO LA PECA PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,1,I-1,SN,8:00 - 14:00,-78.44988377,-5.62242794
GOBIERNO REGIONAL,7198,ALTO PERU,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,AVENIDA AVENIDA PRINCIPAL S/N - CENTRO POBLADO ALTO PERU NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,10,I-2,41475205,8:00 - 14:00,-78.44785281,-5.90782105
GOBIERNO REGIONAL,5138,ROSAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,OTROS ROSAPAMPA S/N NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,10,I-1,41475205,8:00 - 14:00,-78.4476876,-5.92857425
GOBIERNO REGIONAL,14078,CAMPO ALEGRE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,JIRON JR. HIGOS URCO NRO.904 DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,10,I-1,041-475205,8:00-13:00   14:30-1,-78.44751476,-5.86183873
GOBIERNO REGIONAL,7010,CAMPO BONITO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS CAMPO BONITO S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,10,I-1,SN,8:00 - 14:00,-78.44629382,-5.5074241
GOBIERNO REGIONAL,5130,COLLICATE,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,OTROS COLLICATE S/N NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,10,I-3,41475205,8:00 - 14:00,-78.44301809,-5.83146905
GOBIERNO REGIONAL,5052,ARRAYAN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,LA PECA,10206,OTROS ANEXO ARRAYAN S/N NUMERO S/N DISTRITO LA PECA PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,1,I-1,SN,8:00 - 14:00,-78.4426359,-5.60022326
GOBIERNO REGIONAL,7228,NAJEM,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS NAJEM S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,2,I-1,SN,8:00 - 14:00,-78.44084408,-5.26157904
GOBIERNO REGIONAL,5125,HOSPITAL DE APOYO I SANTIAGO APOSTOL DE UTCUBAMBA,HOSPITALES O CLINICAS DE ATENCION GENERAL,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,AVENIDA FELIPE SANTIAGO S/N - BAGUA GRANDE,1,3,0,II-1,041-474634,24 HORAS,-78.44071793,-5.75425027
SANIDAD DE LA POLICIA NACIONAL DEL PERU,18106,UNIDAD EJECUTORA 020:SANIDAD DE LA PNP - POLICLINICO PNP BAGUA GRANDE,POLICLINICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,JOSE SANTOS CHOCANO 155,1,0,0,I-3,041-474081,24 HORAS,-78.4404681,-5.75691735
GOBIERNO REGIONAL,6920,SANTA CLARA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,AVENIDA AVENIDA PRINCIPAL S/N - CENTRO POBLADO SANTA CLARA NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,10,I-1,41475205,8:00 - 14:00,-78.43733165,-5.88738524
GOBIERNO REGIONAL,5049,LA PECA,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,LA PECA,10206,OTROS LA PECA S/N NUMERO S/N DISTRITO LA PECA PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,1,I-3,SN,8.00 - 19.00,-78.43618046,-5.60813775
GOBIERNO REGIONAL,11971,MAVILA MONTENEGRO MORI,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ESTABLECIMIENTO DE SALUD CON INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,OTROS UTCUBAMBA S/N NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,1,I-4,41475205,24 HORAS,-78.43405117,-5.75627586
GOBIERNO REGIONAL,6805,VISTA HERMOSA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,CALLE CALLE PRINCIPAL S/N NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,10,I-1,41475205,8:00 - 14:00,-78.43073282,-5.86134741
GOBIERNO REGIONAL,5092,CAJARURO,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,CAJARURO,10702,OTROS CAJARURO S/N NUMERO S/N DISTRITO CAJARURO PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,2,I-3,41475205,8:00 - 20:00,-78.43028611,-5.73706428
GOBIERNO REGIONAL,7009,MONTENEGRO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS MONTENEGRO S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,2,I-1,SN,8:00 - 14:00,-78.42946336,-5.30635244
GOBIERNO REGIONAL,5194,KUNCHIN,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,IMAZA,10205,CALLE CALLE PRINCIPAL S/N - COMUNIDAD NATIVA KUNCHIN NUMERO S/N DISTRITO IMAZA PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,4,I-2,SN,8:00 - 14:00,-78.42923854,-5.04060814
GOBIERNO REGIONAL,5057,EL PORVENIR DE ARAMANGO,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS EL PORVENIR DE ARAMANGO S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,10,I-3,SN,8:00 - 14:00,-78.42750406,-5.48432278
GOBIERNO REGIONAL,7285,SAN LUIS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,JIRON JIRON HUIRACOCHA N° 205 - CASERIO SAN LUIS DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,1,I-2,944217730,8:00 - 14:00,-78.42628553,-5.76387818
GOBIERNO REGIONAL,5127,TOMOCHO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,OTROS TOMOCHO S/N NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,10,I-1,41475205,8:00 - 14:00,-78.42530514,-5.85213815
GOBIERNO REGIONAL,5063,COPALLIN,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,COPALLIN,10203,AVENIDA AVENIDA SAN MARTIN S/N - COPALLIN NUMERO S/N DISTRITO COPALLIN PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,3,I-3,730367,8:00 - 14:00,-78.42441106,-5.67553775
GOBIERNO REGIONAL,5051,EL TRIUNFO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,LA PECA,10206,OTROS ANEXO EL TRIUNFO S/N NUMERO S/N DISTRITO LA PECA PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,1,I-1,SN,8:00 - 1400,-78.42151785,-5.63867479
GOBIERNO REGIONAL,5120,LONYA GRANDE,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,LONYA GRANDE,10706,OTROS LONYA GRANDE S/N NUMERO S/N DISTRITO LONYA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,8,I-3,41475205,8:00 - 20:00,-78.42137991,-6.09625678
GOBIERNO REGIONAL,7184,SAN FELIPE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,LONYA GRANDE,10706,OTROS ANEXO SAN FELIPE S/N NUMERO S/N DISTRITO LONYA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,8,I-1,41475205,8:00 - 14:00,-78.41528856,-6.04556608
GOBIERNO REGIONAL,5169,KUSU NUMPATKAIM,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,CONDORCANQUI,EL CENEPA,10402,OTROS CC.NN KUSU NUMPATKAIM DISTRITO EL CENEPA PROVINCIA CONDORCANQUI DEPARTAMENTO AMAZONAS ,1,4,5,I-1,NO TIENE,8:00 - 14:00,-78.41110833,-4.40234333
GOBIERNO REGIONAL,5054,MIRAFLORES DE ARAMANGO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS MIRAFLORES DE ARAMANGO S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,2,I-1,SN,8:00 - 14:00,-78.40846308,-5.44825761
GOBIERNO REGIONAL,7207,CHUNGUINA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,CAJARURO,10702,OTROS ANEXO LA CHUNGUINA S/N NUMERO S/N DISTRITO CAJARURO PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,2,I-1,41475205,8:00 - 14:00,-78.40638681,-5.74682586
GOBIERNO REGIONAL,7729,SAN JOSE BAJO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,CAJARURO,10702,OTROS SAN JOSE BAJO S/N NUMERO S/N DISTRITO CAJARURO PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,2,I-1,41475205,8:00 - 14:00,-78.40575375,-5.71342354
GOBIERNO REGIONAL,5121,ROBLEPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,LONYA GRANDE,10706,AVENIDA AVENIDA PRINCIPAL S/N - CENTRO POBLADO ROBLEPAMPA NUMERO S/N DISTRITO LONYA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,8,I-2,41475205,8:00 - 14:00,-78.40320168,-6.05973612
GOBIERNO REGIONAL,5050,CHONZA ALTA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,LA PECA,10206,OTROS CHONZA ALTA DISTRITO LA PECA PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,1,I-1,sn,8:00 - 14:00,-78.40155231,-5.61956241
GOBIERNO REGIONAL,7264,EL CEDRON,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS EL CEDRO S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,2,I-1,SN,8:00 - 14:00,-78.40117231,-5.43090611
GOBIERNO REGIONAL,7004,LLUHUANA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,COPALLIN,10203,OTROS LLUHUANA S/N NUMERO S/N DISTRITO COPALLIN PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,3,I-2,SN,8:00 - 14:00,-78.40024253,-5.67723361
GOBIERNO REGIONAL,5065,CHONZA LAGUNA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,COPALLIN,10203,OTROS CHONZA LAGUNA S/N NUMERO S/N DISTRITO COPALLIN PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,3,I-1,SN,8:00 - 14:00,-78.39942245,-5.63915903
GOBIERNO REGIONAL,7311,HUAMBOYA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,LONYA GRANDE,10706,AVENIDA AVENIDA PRINCIPAL S/N - CENTRO POBLADO HUAMBOYA NUMERO S/N DISTRITO LONYA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,8,I-1,41475205,8:00 - 14:00,-78.39720395,-6.01396568
GOBIERNO REGIONAL,7272,EL PORVENIR DE MIRAFLORES,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,CALLE CALLE PRINCIPAL S/N NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,11,I-1,41475205,8:00 - 14:00,-78.39451762,-5.86053777
GOBIERNO REGIONAL,5122,ORTIZ ARRIETA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,LONYA GRANDE,10706,OTROS ORTIA ARRIETA S/N NUMERO S/N DISTRITO LONYA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,8,I-1,41475205,8:00 - 14:00,-78.39328958,-6.03778556
GOBIERNO REGIONAL,6718,NUEVO ORIENTE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,OTROS NUEVO ORIENTE S/N NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,11,I-1,41475205,8:00 - 14:00,-78.3932711,-5.89356532
GOBIERNO REGIONAL,7002,WANTSA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,IMAZA,10205,OTROS COMUNIDAD NATIVA DE WANTSA DISTRITO IMAZA PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,4,I-1,SN,8:00 - 14:00,-78.38723043,-4.99684765
GOBIERNO REGIONAL,5064,PAN DE AZUCAR,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,COPALLIN,10203,OTROS PAN DE AZUCAR S/N NUMERO S/N DISTRITO COPALLIN PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,3,I-1,SN,8:00 A 1:00,-78.38651325,-5.67129736
GOBIERNO REGIONAL,5058,NUMPARKET,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS NUMPARKET S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,2,I-1,SN,8:00 - 14:00,-78.38642907,-5.44369514
GOBIERNO REGIONAL,7263,GUAYAQUIL,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS GUAYAQUIL S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,2,I-1,SN,8:00 - 14:00,-78.38579224,-5.43010719
GOBIERNO REGIONAL,7725,SACHAPOYAS,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,OTROS C.P.M. SACHAPOYAS S/N NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,11,I-1,41475205,8:00 - 14:00,-78.38550983,-5.90493143
GOBIERNO REGIONAL,5164,TEESH,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,CONDORCANQUI,EL CENEPA,10402,OTROS CC.NN TEESH DISTRITO EL CENEPA PROVINCIA CONDORCANQUI DEPARTAMENTO AMAZONAS ,1,4,5,I-1,NO TIENE,8:00 - 18:00,-78.38485333,-4.31030167
GOBIERNO REGIONAL,5088,SAMAREN-YUPICUSA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,IMAZA,10205,OTROS CC.NN. SAMAREN YAPICUSA S/N NUMERO S/N DISTRITO IMAZA PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,5,I-1,SN,8:00 - 14:00,-78.37917769,-5.18955644
GOBIERNO REGIONAL,5133,PONA ALTA,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,OTROS PONA ALTA S/N NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,11,I-1,41475205,8:00 - 14:00,-78.37749903,-5.89154602
GOBIERNO REGIONAL,5095,SAN JUAN DE LA LIBERTAD,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,CAJARURO,10702,AVENIDA AVENIDA PRINCIPAL S/N - CASERIO SAN JUAN DE LA LIBERTAD NUMERO S/N DISTRITO CAJARURO PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,2,I-3,41475205,8:00 - 20:00,-78.37671476,-5.68632664
GOBIERNO REGIONAL,5124,YUNGASUYO,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,LONYA GRANDE,10706,AVENIDA AVENIDA PRINCIPAL S/N - CENTRO POBLADO YUNGASUYO NUMERO S/N DISTRITO LONYA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,8,I-2,41475205,8:00 - 14:00,-78.37482562,-6.15384388
GOBIERNO REGIONAL,9282,PLAYA GRANDE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,OTROS C.P PLAYA GRANDE S/N NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,9,I-1,041-475205,8:00 - 14:00,-78.3688586,-5.93033383
GOBIERNO REGIONAL,7227,SELVA VERDE,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,ARAMANGO,10202,OTROS SEVA VERDE S/N NUMERO S/N DISTRITO ARAMANGO PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,2,I-1,SN,8:00 - 14:00,-78.36697712,-5.41776606
GOBIERNO REGIONAL,12774,SAN RAMON,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,IMAZA,10205,OTROS CC.NN SAN RAMON DISTRITO IMAZA PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,5,I-1,041-840042,8:00 - 14:00,-78.36667255,-5.16693653
GOBIERNO REGIONAL,5126,MIRAFLORES,CENTROS DE SALUD O CENTROS MEDICOS,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,10701,AVENIDA AVENIDA PRINCIPAL S/N - CENTRO POBLADO MENOR MIRAFLORES NUMERO S/N DISTRITO BAGUA GRANDE PROVINCIA UTCUBAMBA DEPARTAMENTO AMAZONAS ,1,3,11,I-3,41475205,8:00 - 14:00,-78.36659289,-5.85970856
GOBIERNO REGIONAL,14208,DURAND,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,IMAZA,10205,OTROS CASERIO DURAND DISTRITO IMAZA PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,5,I-1,SN,8:00-14:00,-78.36399959,-5.2380859
GOBIERNO REGIONAL,7005,SANTA CRUZ DE MOROCHAL,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,COPALLIN,10203,OTROS SANTA CRUZ DE MOROCHAL S/N NUMERO S/N DISTRITO COPALLIN PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,3,I-1,SN,8:00 - 14:00,-78.36044303,-5.66177651
GOBIERNO REGIONAL,7231,TENASHNUM,PUESTOS DE SALUD O POSTAS DE SALUD,ESTABLECIMIENTO DE SALUD SIN INTERNAMIENTO,AMAZONAS,BAGUA,IMAZA,10205,OTROS COMUNIDAD NATIVA DE TENASHNUM S/N NUMERO S/N DISTRITO IMAZA PROVINCIA BAGUA DEPARTAMENTO AMAZONAS ,1,2,4,I-1,SN,8:00 - 14:00,-78.35811848,-5.09401363
